,text,height
800, Khách 10203: E 45kg 1m5,1m5
801," Khách 10210: 43kg 1,53m"," 1,53m"
802, Khách 10243: Mình 57kg cao 162, cao 162
803, Khách 10268: E cao 1m6 nặng 50 kí,1m6
804," Khách 10281: M6, 60kg mặc đồ shop vừa k ạ",M6
805, Khách 10322: M6 58kg vừa ko hằng oi,M6 
806, Khách 10322: M6 60kg vua ko chị,M6 
807, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
808, Khách 225: E 1m53 nặng 46kg ạ,1m53
809, Khách 232: Chj 50kg chua nhiêu .m55,m55
810, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
811," Khách 242: naẹng 50kg, cáo 2m59",2m59
812, Khách 242: lấy size vừa cho e nha. e cao 1m59 nặng 50 kg á,1m59
813," Khách 242: e cao 1m59, nặng 50kg",1m59
814, Khách 246: Cao 1m5 nặng 43kg là mặc size nào vừa ạ,1m5
815, Khách 248: Cao 153 nạng 50kg ạ,153 
816, Khách 1262: Lấy cho mình 3 mẩu này size M. Cao 1m6. Nặng 54kg,1m6
817, Khách 1306: E muốn tìm sét đồ đi chơi. E nặng 55ky cao 1m50 eo 78 .Co mẫu nào vừa e ko gửi hình e xem với,1m50
818, Khách 1306: Shop có mẫu sét nào 55ky eo 78 cao 1m50 ko gửi e xem với,1m50
819," Khách 1313: M53kg cao 1,65 b nhed",M53
820," Khách 1315: Có lấy chị 2 mẫu ln nhe.cao 1m6 năng 55 kg ,eo chị 76 .",1m6
821, Khách 1315: Chị 55 kg cao 1m6,1m6
822, Khách 1316: 1m6 nặg 56kg dị mag size gì shop,1m6
823, Khách 1316: Lấy e mẫu này. Size 1m6 56kg,1m6
824, Khách 1327: Váy 1m57 nặng 54 kí vừa ko ạ,1m57
825, Khách 1331: e 55kg cao 1m6,1m6
826, Khách 1340: 47 cao 1m56,1m56
827, Shop: c cao với nặng bao nhiêu v ạ, Shop: c cao với nặng bao nhiêu v ạ
828, Khách 1347: Mẫu này 70kg mặc vừa ko shop. Cao 1m65 mua cho chị mình.,1m65
829, Khách 1349: Mình cao 1m55 nặng 44kg mặc size j được ạ,1m55
830," Khách 1365: Mình cao 1m51, nặng 50kg",1m51
831, Khách 1382: Cao 155. Nang 50kg,Cao 155
832, Khách 1395: 1m65 nặng 55kg eo 74cm ạ,1m65
833, Khách 1407: Chi cao 1m52..năng 52ky,1m52
834, Khách 1410: Size L. 1m6 55kg.xxxxx,1m6
835, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
836," Khách 1431: Cao 1m50, nặng 45kg",1m50
837, Khách 2891: E size S 1m54 nặng 46kg ạ,1m54
838, Khách 2907: E 49kg 1m65,1m65
839," Khách 2927: Cao 1m 50 nặng 55 kí, cánh tay hơi mập có thể mặc k ạ",1m 50
840, Khách 2940: 1m60. Nặng 54ki mac đc k ạ,1m60
841," Khách 2978: Cao 1,58m. Nặng 55kg nha","1,58m"
842, Shop: dạ 1m53 41kg ạ,1m53
843, Khách 3012: Cho minhd hỏi bạn mẫu live đồ cao và nặng nhiêu shop, Khách 3012: Cho minhd hỏi bạn mẫu live đồ cao và nặng nhiêu shop
844," Khách 3034: 1m6, 52 kí nha sop",1m6
845, Khách 5725: E 48 kg cao 1m56,1m56
846, Khách 5738: C 1m6 53kg,1m6
847, Khách 5738: Set này nữa e! C 1m6 54kg có size k e?,1m6
848, Khách 5752: Mình cao 1.62 nặng 58kg,1.62
849," Khách 5756: E 45kg , 1m5",1m5
850, Khách 5799: E cao 1m65 nặng 49kg,1m65
851, Khách 259: Cao 1m60. Năng 55kg.,1m60
852, Khách 274: E cao 156 cm nặng 56ky ạ,156 cm
853, Khách 276: 52kg 1m52 mang sjze gì ạ,1m52
854, Khách 292: Minh cao 1m58 nag 48kg,cao 1m58
855, Khách 1203: Em 58kg cao 1m65,1m65
856, Khách 1203: Em 56kg cao 1m65 vừa k chị ơi,1m65
857," Khách 1204: Mình m55, nặng 42",m55
858, Shop: c cho e xin chiều cao cân nặng của mình e tư vấn nha, Shop: c cho e xin chiều cao cân nặng của mình e tư vấn nha
859," Khách 1207: E cao 1m5, nặng 46kg",1m5
860," Khách 1224: Shop cho e hỏi shop còn mẫu này size cho người tầm 48kg, cao 1m53 ko ạ?",1m53
861, Khách 1228: A1 cao 1 mét 63 nặng 58 kí ạ,1 mét 63
862, Khách 1229: Neu con ao Dài 55kg cao 1m6 thi gui cho minh nha,1m6
863, Shop: 1m53 40kg nha c,1m53
864, Khách 1232: E cao 1.62 năng 50kg.,cao 1.62
865, Khách 1203: Em 58kg cao 1m65,1m65
866, Khách 1203: Em 56kg cao 1m65 vừa k chị ơi,1m65
867," Khách 1204: Mình m55, nặng 42",m55
868, Shop: c cho e xin chiều cao cân nặng của mình e tư vấn nha, Shop: c cho e xin chiều cao cân nặng của mình e tư vấn nha
869," Khách 1207: E cao 1m5, nặng 46kg",1m5
870," Khách 1224: Shop cho e hỏi shop còn mẫu này size cho người tầm 48kg, cao 1m53 ko ạ?",1m53
871, Khách 1228: A1 cao 1 mét 63 nặng 58 kí ạ,1 mét 63
872, Khách 1229: Neu con ao Dài 55kg cao 1m6 thi gui cho minh nha,1m6
873, Khách 1232: Thường e mặc size s. 49kg nhưng cao 1.62 nên k mập,1.62
874, Shop: 1m53 40kg nha c,1m53
875, Khách 1232: C mẫu cao met mấy và bao nhiu kg ạ, Khách 1232: C mẫu cao met mấy và bao nhiu kg ạ
876, Khách 1232: E cao 1.62 năng 50kg.,1.62
877, 1m55 48kgxxxxx Níu còn hàng báo e cái nha. 43/28 Minh phụng f5q6,1m55
878, Khách 3517: 1m55 48kg,1m55
879," Khách 3541: Chị 48kg cao 1m 58, eo64 mặc vừa k e?",cao 1m 58
880, Khách 3550: 1m6 54kg,1m6
881, Khách 3554: Size L 1m47 nặng 54kg size L vừa k ạ,1m47
882, Khách 3585: Mẫu này cao 1m6 59kg vừa kc,1m6
883, Khách 3598: 1m6 50kg mặc sz gì để e chốt đơn live vs ạ,1m6
884, Khách 3618: 60kg cao 1m53 ak,1m53
885, Khách 3618: Mấy đồ này sai 60kg cao 1m50 vừa ko shop,1m50
886, Cao 1m58 nặng 56kg,1m58
887, Cao 1m58 nặng 56kg,1m58
888, Khách 3631: 52 kí cao m58 nha,m58
889, Khách 1712: C hỏi chút c cao 1.64m 58 kg eo 70 mặc đc ko e,1.64m
890," Khách 1712: Cho c hỏi váy nhung c cao 1,63m 58 kg eo 72 cm mặc đc ko e","1,63m "
891, Khách 1735: 1m58 50kg,1m58
892, Khách 1740: E 48kg cao 1m45 thì mặc sai nào vừa ak,1m45
893, Khách 3220: M46kg m55,M46|/|m55
894, Khách 3237: Mẫu trên 60k  cao 1.54 mặc đc không ạ, Khách 3237: Mẫu trên 60k  cao 1.54 mặc đc không ạ|/|1.54 
895, Khách 3246: Dam gam bn em c cao 1m6 nang 49kg vua ko,1m6
896, Khách 3250: 48kg cao 1m50 ak,1m50
897, E m52 51kg ạ,m52
898, Khách 3255: Size 1m57 53kg là size M đúng k ạ,1m57
899, Khách 3255: Mẫu này còn size 1m57 53kg thì chốt cho mình 2 bộ này nha,1m57
900, Khách 3261: 1m58 56 ki vừa k ah,1m58
901, Khách 3291: 42kg 1.55,1.55
902, Khách 3301: 56kg 1m54 vừa k e,1m54
903, thôn 6 xã Đức Chánh huyện Mộ Đức tỉnh Quảng Ngãi     nặng 47kg 1m6 ạ,1m6
904, Khách 4281: Chị cao 1m65 nặng 51kg,1m65
905, Khách 4302: Mình cao có 1m45 nặng 48kg. Eo 70cm. Có mặc vừa mẫu váy trên không ạ?,1m45|/| Khách 4302: Mình cao có 1m45 nặng 48kg. Eo 70cm. Có mặc vừa mẫu váy trên không ạ?
906, Khách 4308: 45ki met 50,met 50
907," Khách 4315: 53kg,1m6,eo 72 mặc sz nào c",1m6
908," Khách 4315: 53kg,1m6,eo 72 mặc sz nào c",1m6
909," Khách 4315: 53kg,1m6,eo 72 mặc sz nào c",1m6
910, Khách 4327: 45can .1m6,1m6
911, Khách 4331: 1m60 56 kg,1m60
912, Khách 4334: E 1m53 nặng 43kg,1m53
913, Khách 4335: Em 49kg cao 1m55,1m55
914, Khách 4352: 1m53 49kg eo 68cm mặc size M OK phải không em?,1m53
915, Khách 4352: 1m53 49kg mặc size M phải không shop?,1m53
916, Khách 4357: 53 ký cao 1m64 thì vừa size nào ạ,1m64
917," Khách 4404: Mình cao m6, nặng 48kg",m6
918, Khách 7844: C 50kg 1m63,1m63
919," Khách 7852: C 1m53,53.5kg",1m53
920," Khách 7869: Ship cho mình size 1m56, 46kg",1m56
921," Sdt:xxxxx Size: 1m56, 47kg",1m56
922, Khách 7875: Đầm này 1m65 năng 55kg,1m65
923, Khách 7931: Còn thì lấy mình 1 cái cho người 1m60 nặng 54kg nhé,1m60
924, Khách 7965: Chị cao 1m55 nặng 58 kg thì mặc đầm sezi gì,1m55
925, Khách 7967: Cao 160cm.nặng 51kg.,160cm
926,Khách 2598: 1.64m nặng 60kg mặc vừa không ạ,1.64m 
927,"Khách 2599: 160- 52,5kg a",160
928,"Khách 2606: Cao 1m54,  nặng 53kg",1m54
929,Khách 2607: Nàng 50cao một 150,150
930,Khách 2609: 1m57 69ky,1m57
931,Khách 2629: 43kg 1m53,1m53
932,Khách 2630: 48kg cao 1m50 mặc size j ạ,1m50
933,Khách 2632: 1m52 60kg,1m52
934,"Khách 2633: Mình nặng 51kg, cao 1m54",1m54
935,Khách 2634: 52kg 1m52,1m52
936,Khách 2635: 1m50 48kg a,1m50
937,Khách 2644: Nang 40kg .cao 1m50,1m50
938,"Khách 2647: mình m62, 52kg ạ",m62
939,Khách 2649: 1m50 44 kg size gì b,1m50
940,Khách 2650: 1m6 53kg,1m6
941,Khách 2655: Có 41kg m55 k ạ,m55
942,Khách 2656: E cao m55 nặng 50kg eo 70cm,m55
943,Khách 2674: Em 50kg cao 1m6,1m6
944,Khách 2680: Cao 1m65 nặng 55kg,1m65
945,Khách 2687: Dạ Chị ơi e cao 1m50 nặng 57 58 kg á,1m50
946,Khách 2690: 1m50 47kg ạ,1m50
947,Khách 2691: Cao m6 nặng 60kg,m6
948,Khách 2712: E 1m57 52kg ạh,1m57
949,Khách 2714: E cao 1m56 nặng 48kg,1m56
950,Khách 2715: 1m47 48kg,1m47
951,Khách 2717: M56 54kg vừa k ạ?,M56
952,Khách 2722: 1m56 nag 52,1m56
953,Khách 2724: Mình 50kg cao 1m6,1m6
954,Khách 2736: E 43ky  ạ  dạ  mét  145a,mét  145
955,"Khách 2739: Mình dao động 53 đến 55kg, 1m55, nhưng do mình thuộc vai và mình ngang",1m55
956,Khách 2742: Dạ 1m6 50kg,1m6
957,"Khách 2752: À e cao 1m56,nặng 55kg e bận vừa k chị",1m56
958,Khách 2752: Như e nặng  55kg cao mét 56 bận vừa hok c,mét 56
959,Khách 2758: cao 1m64 nặng 45 g,1m64
960,"Khách 2759: Nang 55kg cao 1,50m","1,50m"
961,Khách 2774: cao 1m58 nặng 48kg,1m58
962,Khách 2780: Dạ mình cao 1m62. nặng 51kg ạ,1m62
963,Khách 2783: 60kg 1m55 vừa ko shop,1m55
964,Khách 2785: Cân năng 43 kg cao 1 m 52,1 m 52
965,Khách 2788: Mình cao 1m63 nặng 60ký vừa ko shop,1m63
966,"Khách 2792: m 1m60, 49kg",1m60
967,Khách 2793: nặng 58kg cao m60,m60
968,Khách 2801: Dạ e 1m53 45kg ạ,1m53
969,Khách 2803: 58kg cao m68 vua hok shop,m68
970,Khách 2809: Mình cao 1m 53 nặng 54kg,1m 53
971,Khách 2815: 1m50 năng 48 ki,1m50
972,Khách 2822: 1m7 63kg vừa k ạ,1m7
973,Khách 2825: 1m56 55kg,1m56
974, Khách 9236: E cao m67 nặng 50 kg,m67
975," Khách 9262: Chị 1m50,48kg size j dc em?",1m50
976," Khách 9280: 52kg,1m55 vua ko",1m55
977," Khách 9280: A1 ,52kg ,1m55",1m55
978, Khách 9323: C cao 1m 60 nặng 55kg, 1m 60 
979, Khách 9332: 1m58 50kg ạ,1m58
980, Khách 9354: Gui dc cu cho c nha 52ki1m56,1m56
981, Khách 9354: Ok em dam nay gui rieng cho c cung dc chi 52ki 1m156 nha em,1m156
982," Khách 9371: Mẫu này còn k shop, cho mình chốt size S với..xxxxx .45kg(1,56m)","1,56m"
983, Khách 9382: Chị cao 1m58 nặng 56kg,1m58
984, Khách 9385: Chị nặng 48kg cao 1 m62,1 m62
985, Khách 11331: chị 53kg 1m55,1m55
986, Khách 11349: 1m6 nặng 54 kg nha  shop,1m6
987, Khách 11372: 1m55 nặng 54kg,1m55
988, Khách 11372: cao 1m55 năng 54kg,1m55
989, Khách 11434: Chỉ cao 1m50 năng 50kg,1m50
990, Khách 11470: 1m58 nặng 54ky  ko  e,1m58
991, Đồ nhà shop mình cao 1m6 nặng 49kg mặc size gì ạ,1m6
992, Khách 11472: Hi shop còn 2 bộ này size cho cao 1m6 nặng 48-49kg k ạ,1m6
993, Khách 12986: 48kg cao 1.6m mặc size nào shop,1.6m 
994, Khách 13019: E 57 cao 1 m63,1 m63
995, Khách 13025: Cao 1m58 nậng 50kg,1m58
996, Khách 13047: Mình 45kg cao 1m 50, 1m 50
997, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
998, Khách 13057: 1m6 50kg,1m6
999, Khách 13072: E cao m60 nặng 50kg ạ,m60
1000, Khách 1895: cao 1m6 nặng 48kg nha,1m6 
1001, Khách 1905: 1m56. 47 kg nha bạn,1m56
1002, Khách 1909: Cj cao 1m65 nặng 53 kg,1m65
1003," Khách 1925: mình cao 1m58 , nặng 53kg",1m58
1004," Khách 1925: Cao 1m58 , nặng 53kg",1m58
1005, Khách 1941: M6 nặng 55kg vừa ko,M6
1006, Khách 1943: 55kg 165 mặc vừa ko,165
1007, Khách 1948: 40kg và 1.47cm có mặc được ko,1.47cm
1008," Khách 1961: E cao 1m 55, 52kg,eo 73",1m 55
1009, Khách 1967: Mình 52kg cao 1m61,1m61
1010, Khách 1967: Mình 52kg cao 1m61,1m61
1011, Khách 3906: Chị cao 1m55 nặng 52 kg,1m55
1012, Khách 3911: 54ky cao 163,163
1013, Khách 3959: C m55 năng 50kg vừa ko,m55
1014, Khách 3965: Can năng 51kg cao m60,m60
1015, Khách 3999: Cho e đặt đầm đỏ cao 1m67 năng 58kg,1m67
1016, Khách 3999: Mình cao 1m67 nặng 58 kg,1m67
1017, Khách 4012: Chị 49kg cao 1m55 size j e gửi chị nha,1m55
1018, Khách 4473: Nếu còn set này size M mình cao 1m6 nặng 53kg thì bạn gởi cho mình với,1m6
1019, Khách 4478: Minh cao 1m50 nang 51kg eo 68,1m50
1020, Khách 4481: Bưu dien dai hai ke sach Soc trang e 53 ki cao 1m 6 . Sđtxxxxx,1m 6
1021, Khách 4486: M nhé. Mình cao m58 nặng 53kg,m58
1022, Khách 4486: Vậy đầm dây đó chị cao m58 nặng 52kg vừa k em??,m58
1023, Khách 4510: Nặng 53 cao 1m6 eo 68,1m6
1024, Khách 4542: E cao 165 nặng 57 ki,165
1025, Khách 5143: 1m68 57kg eo 73,1m68
1026, Khách 5143: Set nay 1m68 57kg rm 73 vưa k,1m68
1027, Khách 5154: 162 nặng 55ki,162
1028, Shop: MẪU 1M53 NẶNG 43KG Ạ,1M53
1029, Khách 5207: C cao 1m63 nặng 56 kí e,1m63
1030, Khách 5219: Set này size L 56kg cao 1m6 mặc vừa ko shop?,1m6
1031, Khách 5236: Mih 48kg cao m6,m6
1032, Khách 5258: E 47kg cao m58 mặc size nào đc ạ,m58
1033, Khách 5311: Dạ em cao 1m57 nặng 46ky ạ,1m57
1034, Khách 5322: Chị 47k cao 152m,152m
1035," Khách 5324: C cao 1m52, nặng 49kg nge e",1m52
1036," Khách 5328: Chị cao 1,5 m nhưng hơi mập 50 cân lận","1,5 m"
1037, Khách 5350: Sét này còn ko lấy c sét 47kg  1m52xxxxx,1m52
1038, Khách 5353: Size S 42kg cao 1m58,1m58
1039, Khách 5356: E 47kg cao 158 eo 66 ng 84 nha,158
1040," Khách 5367: 1 set 52kg,1m6",1m6
1041, Khách 5373: Nguyễn thị Cẩm Tú Sđtxxxxx chị 57kg mét 160,mét 160
1042, Khách 5395: Mình nang 53kg cao 1m58,1m58
1043, Khách 5408: Cao 1.53 năng 47kg size gì ak, 1.53
1044, Khách 5452: Gia bn a cao 1m50 nang 45 mac vua k a,1m50
1045, Khách 6468: 49kg 1m58 thì bận size j ạ,1m58
1046, Khách 6482: C m55 nặng 46kg,m55
1047, Khách 6512: 1m50 42kg mặc sz gì b,1m50
1048," Khách 6520: Chị 1m57, nặng 50kg, eo 66, Mông 94 mặc vừa S ko e",1m57
1049, Khách 6520: Chị 1m57 49kg,1m57
1050, Khách 6520: Chị 1m56 nặng 52kg,1m56
1051," Khách 6542: 50kg,1m58",1m58
1052, Khách 6554: C nang 52 kg cao 1 m 57,1 m 57
1053, Khách 6559: Shop oi đầm này còn size l 57kg 1m55 ko,1m55
1054," Khách 6569: Cho mình hỏi mình 55kg, cao 1m63 thì chọn size nào bên shop vừa , M hay L?",1m63
1055," Khách 6569: Mình nặng 55kg, cao 1m63, mình nghĩ size L nhỉ",1m63
1056," Khách 6569: Mình nặng 55kg, cao 1m63, mình nghĩ size L nhỉ",1m63
1057, Khách 6576: 50k cao 1m55,1m55
1058, Khách 6585: Chi 49 kg cao 1 m62 eo 65,m62
1059," Khách 6597: Dam nay con size s khong e, chi 45kg 1m6",1m6
1060, Khách 6692: Dạ 50 kí cao 1m57,1m57
1061," Khách 6710: Da, nặng 50kg, m50,xxxxx",m50
1062, Khách 6715: Sét đó 1m50 51kg vừa k shop,1m50
1063, Khách 6726: 1m65 57kg vừa ko shop,1m65
1064, Khách 6737: Mình 50 kg. 1m53,1m53
1065, Khách 7525: 52kg cao 1m58,1m58
1066, Khách 7529: 1m5 46kg ạ,1m5
1067, Khách 7540: 3 may này con size L k..ca 1m58 nag 56kg,1m58
1068, Khách 7540: Nay còm size 56kg cao 1m58 k shop,1m58
1069, Khách 7541: 1m67 52kg,1m67
1070, Khách 7541: 1m67 52kg size nào vừa ạ,1m67
1071, Khách 7543: Mình cao 1m57 nạng 49kg eo 68 mặc size nào vậy shop,1m57
1072, Khách 7545: 57kg 1m59,1m59
1073, Khách 7576: 3 váy trên còn hàng ko shop. 52 kg 1m55 vừa ko.,1m55
1074, Khách 7591: Chi 48kg cao 1.55,1.55
1075, Khách 7611: 40kg.cao 1m58 ak,1m58
1076, Khách 7617: M56 nặng 59kg eo 76 mặc size gì vậy e,M56
1077, Khách 7632: Chị ơi em cao 1 m 6 nặng 53 kg eo 72 mac size gi dc ạ,1 m 6 
1078, Khách 7666: Nặng 57 ký cao 1m50 size gì,1m50
1079, Khách 7675: Em 1m55 nặng 50kg ạ,1m55
1080, Khách 7699: 1m52 52 ký vừa ko ạ,1m52
1081," Khách 7711: Dạ, e m55-43kg",m55
1082, Shop: 1m53 41kg nha c,1m53
1083, Khách 7727: Nặng 58 kh cao m52 có vừa k ah,m52
1084, Khách 7729: Dạ em cái ơn shop nhiều nhé. Mà cho em hỏi chị mẫu chị ấy cao và nặng bao nhiêu vậy ạ, Khách 7729: Dạ em cái ơn shop nhiều nhé. Mà cho em hỏi chị mẫu chị ấy cao và nặng bao nhiêu vậy ạ
1085, Khách 7743: 57kg m55 OK ko e,m55
1086, Khách 7745: Chi mẫu nay con ko cho em 1chiec.   Em. Cao. 1.52m.   52ki.   xxxxx,1.52m
1087, Khách 7807: B coi giúp mình co chua mình bookgrab mà mình 158 nạng 53 kg vua ko ah,158
1088, Khách 7809: 1m55 46 kg size gù v shop,1m55
1089, Khách 7813: Có size dành cho những ng tầm 70kg mà cao 1m65 kh ạ,1m65
1090, Khách 7813: Có size dành cho những ng tầm 70kg mà cao 1m65 kh ạ,1m65
1091, Khách 7816: Mh 54kg. Cao 1.55,1.55
1092," Khách 7828: Dạ hqua fb k có tb nên mình k thấy, s check lại dùm mình sp này nhé, mà sp này có size k ạ. Mình cao 1m56 nặng 54kg mặc vừa k ạ",1m56
1093,"Khách 2083: Mình m52,45kg ạ",m52
1094,Khách 2092: 52kg m60 mặc size gì ạ,m60
1095,Khách 2093: 1m56 nặng 47kg mặc size gì ạ,1m56
1096,Khách 2112: 41kg cao 1m54,1m54
1097,"Khách 2114: e nặng 56kg, cao 1m54 k biết có vừa k ạ",1m54
1098,Khách 2120: Dạ cao 1mm55 nặng 48kg, 1mm55
1099,Khách 2128: cho e hỏi m58 58kg size gì vừa ạ,m58
1100,Khách 2131: 50kg cao m60 ạ,m60
1101,Khách 2133: Cao 1.49 nặng 53kg, 1.49
1102,"Khách 2134: Mình đặt 1 bộ này, cao 1m50 nặng 45kí 01phan văn trị, kv5 , phường 7,vị thanh",1m50
1103,Khách 2134: 1m5 nặng 45kg,1m5
1104,Khách 2142: Em 1m75. Nặng 60 ạ,1m75
1105,Khách 2144: 1m50 43kg có vừa kh ạ,1m50
1106,Khách 2157: Em cao 1m6 50kg ạ,1m6
1107,Khách 2164: 1m55 58kg,1m55
1108,Khách 2165: 1m6 45kg,1m6
1109,Khách 2165: 1m6 45kg eo 63 ạ,1m6
1110,Khách 2168: 40kg 1m50 ạ,1m50
1111,Khách 2179: Em 1m56 nặng 53kg,1m56
1112,Khách 2180: 1 ng 1m55 nặng 45 kg,1m55
1113,Khách 2180: 1 ng cao 1m6 nặng 49 kg,1m6
1114,Khách 2187: Em nặng47kg cao 1m58,1m58
1115,Khách 2196: E cao 1m49 nặng 49kg,1m49
1116,Khách 2197: Mình cao m7 nặg 65kg,m7
1117,Khách 2223: Mình cao 1m50 nặng 46ki,1m50
1118,Khách 2224: cao 1m63 nặng 52 kg,1m63
1119,Khách 2226: 40kg m55 ạ,m55
1120,Khách 2258: E cao 1m52 nặng 49kg nhé chị,1m52
1121,"Khách 2259: 1m64, 46kg mặc size gì ạ",1m64
1122,Khách 2259: Dạ cao 1m62 nặng 47kg mặc vừa size gì ạ,1m62
1123,Khách 2261: 62kg- 1m65 ạ.,1m65
1124,Khách 2268: Co size 60ki 1m59 ko,1m59
1125,Khách 2271: M6 nag 65 ky,M6
1126,Khách 2274: Dạ m5 42 kg mang vừa không ạ,m5
1127,Khách 2276: 1m6 nặng 60kg mặc vừa k ạ,1m6
1128,Khách 2285: Em 60kg cao m65,m65
1129,Khách 2290: M50 64kg mặc vừa ko ban,M50
1130,Khách 2301: Mình cao 1m 50 nặng 48 kg mặc sai gì,1m 50
1131,Khách 2310: Mình m73 54kg eo 69 nhé,m73
1132,Khách 2311: E cao 1m50 nặg 49kg ạ,1m50
1133,Khách 2313: Em cao m5 38kg ạ,m5
1134,Khách 2322: 1m62 57 cân 93-69-96 mặc size gì cậu,1m62
1135,Khách 3579: 60kg cao 1m 65 vua k,1m 65 
1136,Khách 3584: 1m65 50kg ạ,1m65
1137,Khách 3589: 60kg 1m50,1m50
1138,Khách 3600: E cao 1m55 nặng 43kg nha shop,1m55
1139,Khách 3601: Hic sợ mình k vừa cao có 1m50 mà nặng 58kg,1m50
1140,Khách 3602: 1m58 nặng 47kg,1m58
1141,Khách 3606: Mình cao 1m62 57kg ạ.,1m62
1142,Khách 3607: 1m58 nặng 56kg,1m58
1143,"Khách 3612: Mình 50kg , cao 1,m54","1,m54"
1144,Khách 3618: E nặng 45kg cao 1m62 ạ,1m62
1145,Khách 3619: Mình cao 1m50 nặng 52 kg,1m50
1146,Khách 3640: Cao 1m55 nặng 46kg,1m55
1147,Khách 3643: 1m47 40kg,1m47
1148,Khách 3648: 1m66 70kg nha,1m66
1149,Khách 3649: 1M52 NẶNG 57KG NHA,1M52
1150,Khách 3650: Cao 1m54 . Nặng 54 kí,1m54
1151,Khách 3659: Cao 1m50 nặng 53kg,1m50
1152,Khách 3662: M53 56 kg ạ,M53
1153,Khách 3663: E 1m6 nặng 48 ký,1m6
1154,Khách 3677: Cao 1m60 nặng 50kg,1m60
1155,Khách 3681: Em nặng 45 KY và Cao mét 48,mét 48
1156,"Khách 3695: E cao 1m52, nặng 59kg bon chen đầm này đc ko shop ạ.",1m52
1157,Khách 3698: M45 38 kg ak,M45
1158,Khách 3706: chi  60 ky cao 1m50 co k chup mau cho chi xem duoc k ha,1m50
1159,"Khách 3710: 60kg, 1.7m mặc vừa ko", 1.7m
1160,Khách 3719: Mình 47kg 1m56,1m56
1161,Khách 3736: Cang nag 46kg cao 1m55,1m55
1162,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.142770340797826/156578949416965/?type=3&av=104247154650145&eav=AfZ25kycrqlmzb0VP6cr_WAmyL5EqUdJQgLYMtownZezq01lqraxWWy3tmyT563m1Dw&comment_id=177153184026208),3m1
1163,Khách 3741: 57kg 1m55,1m55
1164,Khách 3748: 1m6 nặng 43ky,1m6
1165,Khách 3756: 45 ki.1m 50,1m 50
1166,Khách 3757: m55 nặng 57 kí,m55
1167,Khách 3758: 1m58 nặng 43kg,1m58
1168,"Khách 3767: 1.5m, 52kg, eo 80cm",80cm|/|1.5m
1169,Khách 3772: E m53 52kg ạ,m53
1170,Khách 3775: 48ky cao. 1met 47 đường Lê Thị Hồng gấm hẻm 1c khu phố 10 phú trinh phan Thiết bình thuận,1met 47
1171,Khách 3797: C nặng 50kg cao 1m50,1m50
1172,Khách 3802: Shop cho em hỏi đầm này 1m50 nặng 58kg eo 78 vừa k ạ,1m50
1173,Khách 3802: Shop cho em hỏi đầm này 1m50 nặng 58kg eo 78 vừa k ạ,1m50
1174,Khách 3806: 160m. 55kg  mặc vừa không,160m
1175,Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/thoitranghume/photos/a.131376055270588/166329351775258/?type=3&av=104247154650145&eav=AfaGjmEm0MB-Et5ZjdFqV2JpHb8f9jA0Zmy61Ki3MeqyhjFvBu6e4dzGK1XysMnsRIo&comment_id=176012497473610),m0
1176,Khách 3837: 56ki cao 1m60,1m60
1177,Khách 3843: Hi chi 42kg cao150..,150
1178,Khách 3846: 60 ký chiều cao 1m6,1m6
1179,Khách 3851: Chị 1.7 nặng 70 kg e ah, 1.7 
1180,Khách 3851: giá nhiêu e chị cao 1.7 nặng 70 cân vừa ko e,1.7
1181,Khách 3861: 61kg cao 1m6 vừa k ạ,1m6
1182,Khách 3869: Minh cao 1 m6 và nặng 52 kí nha ban, 1 m6
1183,Khách 3870: Em nặng 41 kg cao 1 m50,m50
1184,Khách 3871: Cao 1m56 nặng 46 47kg,1m56
1185,Khách 3875: 1m60 48kg,1m60
1186,Khách 3875: 48kg 1m60,1m60
1187,Khách 3886: Nag 42kg cao 1m55,1m55
1188,Khách 3894: 40ki cao 1m50,1m50
1189,Shop: và 1m50 nặng 40kg,1m50
1190,Shop: 1m59 nặng 40 kg,1m59
1191,Khách 3904: Dạ e m50 40kg ạ,m50
1192,Khách 3905: 45kg cao 1m60,1m60
1193,Khách 3914: 1m55- 57kg,1m55
1194,"Khách 3915: 48,5kg 1m57",1m57
1195,Khách 3921: 47kg cao 1m59,1m59
1196,"Khách 3923: Mình cao 1m63, nặng 53kg",1m63
1197,Shop: 1m57 nặng 50kg,1m57
1198,"Khách 3938: E thi năng 42ky,cao 150",150
1199,Khách 3939: 49 kg  1m60 a,1m60
1200,Khách 3949: 44kg cao 1m56,1m56
1201,Khách 3956: Nặng 50kg cao 1m5 ạ,1m5
1202,Khách 3958: nặng 62  m62,m62
1203,Khách 3969: 45kg 1m55,1m55
1204,Shop: 1m60 nặng 50kg,1m60
1205,khác với người 1m50 nặng 50kg á,1m50
1206,"Khách 3980: E cao 1m53, năng 50kg",1m53
